Date;Type;AACBU;AACG;AADI;AAL;AAME;AAOI;AAON;AAPG;AAPL;AARD
2020-03-13;Close;;0,8600000143051147;8,399999618530273;14,3100004196167;2,4244112968444824;6,110000133514404;33,81344985961914;;67,45748138427734;
2020-03-13;Open;;0,8999999761581421;7,815000057220459;15,300000190734863;2,5213876562343103;6,199999809265137;28,413681669596954;;64,28324334840872;
2020-03-16;Close;;0,8500000238418579;7,800000190734863;15,920000076293944;2,3468306064605717;5,639999866485596;33,28774642944336;;58,7792854309082;
2020-03-16;Open;;0,8500000238418579;7,829999923706055;12,40999984741211;2,4244117071006173;5,53000020980835;27,258439794738194;;58,716186517548486;
2020-03-17;Close;;0,9100000262260436;7,90500020980835;15,579999923706056;2,1334822177886963;5,960000038146973;31,08110809326172;;61,36382293701172;
2020-03-17;Open;;0,8899999856948853;7,800000190734863;15,789999961853027;2,308039914744928;5,800000190734863;33,664171699964044;;60,06548857627604;
2020-03-18;Close;;0,7300000190734863;6,75;11,649999618530272;2,1334822177886963;5,5;30,737133026123047;;59,86162567138672;
2020-03-18;Open;;0,8500000238418579;7,619999885559082;14,239999771118164;2,1334822177886963;5,559999942779541;29,224938839407688;;58,18714213130372;
2020-03-19;Close;;0,7400000095367432;6,75;10,289999961853027;2,327435255050659;6,550000190734863;31,911840438842773;;59,40296936035156;
2020-03-19;Open;;0,7200000286102295;6,300000190734863;11,600000381469728;2,366225804099852;5,510000228881836;30,87342478071912;;60,036361741511776;
2020-03-20;Close;;0,8999999761581421;6,914999961853027;10,380000114440918;2,2401561737060547;6,739999771118164;29,45858192443848;;55,631744384765625;
2020-03-20;Open;;0,75;7,005000114440918;10,649999618530272;2,2401561737060547;6,659999847412109;32,62575147472223;;59,985403245758334;
2020-03-23;Close;;0,8399999737739563;7,244999885559082;10,25;2,1722726821899414;6,900000095367432;30,9902458190918;;54,449893951416016;
2020-03-23;Open;;0,8999999761581421;6,75;10,899999618530272;2,1722726821899414;7,050000190734863;29,997261303642865;;55,350234801464175;
2020-03-24;Close;;0,8600000143051147;7,5;13,920000076293944;2,327435255050659;7,699999809265137;29,523481369018555;;59,9126091003418;
2020-03-24;Open;;0,8600000143051147;7,635000228881836;11,960000038146973;2,37592344136215;7,329999923706055;32,2947533339747;;57,35962428486816;
2020-03-25;Close;;0,9100000262260436;7,545000076293945;15,390000343322754;2,055900812149048;7,449999809265137;27,745195388793945;;59,582557678222656;
2020-03-25;Open;;0,8100000023841858;8,25;16,690000534057617;2,2304585024365746;7,78000020980835;29,491033142092387;;60,851767993758266;
2020-03-26;Close;;1,0;7,784999847412109;15,65999984741211;2,2110633850097656;6,960000038146973;31,41859436035156;;62,71795272827149;
2020-03-26;Open;;0,949999988079071;7,949999809265137;16,059999465942383;2,22076102230854;7,519999980926514;28,095660593328635;;59,82521989040328;
2020-03-27;Close;;0,959999978542328;7,800000190734863;14,039999961853027;2,181970357894897;7,480000019073486;30,023223876953125;;60,12129974365234;
2020-03-27;Open;;1,0199999809265137;7,710000038146973;14,979999542236328;2,181970357894897;6,760000228881836;30,30229857141001;;61,33712026024568;
2020-03-30;Close;;0,949999988079071;7,5;12,25;2,065598487854004;7,599999904632568;31,32124328613281;;61,83705520629883;
2020-03-30;Open;;0,8799999952316284;7,84499979019165;13,199999809265137;2,1819701164154206;7,5;30,367198368491767;;60,84935328545367;
2020-03-31;Close;;0,949999988079071;8,25;12,1899995803833;2,046203136444092;7,590000152587891;31,36018180847168;;61,710845947265625;
2020-03-31;Open;;0,8999999761581421;8,15999984741211;12,899999618530272;2,046203136444092;7,630000114440918;31,243360978241054;;62,02875857181586;
2020-04-01;Close;;0,949999988079071;8,234999656677246;10,6899995803833;2,084993839263916;7,320000171661377;30,42560577392578;;58,46380615234375;
2020-04-01;Open;;0,949999988079071;8,25;11,449999809265137;2,046203063712174;7,340000152587891;30,57488034159593;;59,82038104472191;
2020-04-02;Close;;0,9200000166893004;8,010000228881836;10,0600004196167;2,036505460739136;7,690000057220459;31,25634384155273;;59,43937683105469;
2020-04-02;Open;;0,949999988079071;8,354999542236328;10,609999656677246;2,1237844181373093;7,340000152587891;30,60733399661479;;58,32548090103607;
